"id","url_id","language","status","attempts","last_error","created_at","updated_at"
"856b25a4-281c-4370-bff9-cdcaf04c7899","3be684d6-55a7-49a5-a0e8-8117cfe37bb4","fr","done",1,NULL,"2026-03-20 23:55:20.489154+00","2026-03-20 23:55:20.489157+00"
"d3b91600-ace4-493a-b108-405996f2685b","3be684d6-55a7-49a5-a0e8-8117cfe37bb4","it","done",1,NULL,"2026-03-21 00:01:36.20068+00","2026-03-21 00:01:36.200682+00"
"ba72eeaf-d1b2-4545-87ee-cd6cae2aa264","71df8c3a-151d-473b-8424-f5891aa1bbf0","de","error",1,"All scraping engines failed","2026-03-21 00:06:33.860163+00","2026-03-21 00:06:33.860169+00"
"1c2ed3fb-9927-442c-a565-c618a058b972","3be684d6-55a7-49a5-a0e8-8117cfe37bb4","nl","done",1,NULL,"2026-03-21 00:07:52.555772+00","2026-03-21 00:07:52.555775+00"
"765fafee-6605-429a-99b5-95599d4cf49e","3be684d6-55a7-49a5-a0e8-8117cfe37bb4","pt","done",1,NULL,"2026-03-21 00:14:15.03197+00","2026-03-21 00:14:15.031974+00"
"c7d1e98f-42ec-4fe8-b55e-1ed1d89a4c33","71df8c3a-151d-473b-8424-f5891aa1bbf0","fr","error",1,"All scraping engines failed","2026-03-21 00:19:10.83209+00","2026-03-21 00:19:10.832093+00"
"e3333318-35e7-425d-a2f4-a242c83fc17e","76fcd801-16e2-495e-8db9-36d8493ce456","es","done",1,NULL,"2026-03-21 00:20:29.734324+00","2026-03-21 00:20:29.734326+00"
"661e53d9-e662-4c22-a730-7b6c89eb8b0c","76fcd801-16e2-495e-8db9-36d8493ce456","en","done",1,NULL,"2026-03-21 00:28:23.603441+00","2026-03-21 00:28:23.603444+00"
"cd93cc31-68e9-4a3a-87aa-f231fc4fc40b","71df8c3a-151d-473b-8424-f5891aa1bbf0","it","error",1,"All scraping engines failed","2026-03-21 00:33:17.712102+00","2026-03-21 00:33:17.712106+00"
"dbb06881-89a0-4cca-99d6-818a557c7037","76fcd801-16e2-495e-8db9-36d8493ce456","de","done",1,NULL,"2026-03-21 00:34:37.399708+00","2026-03-21 00:34:37.39971+00"
"7cce544c-48f1-412c-9196-c3e20c521673","76fcd801-16e2-495e-8db9-36d8493ce456","fr","done",1,NULL,"2026-03-21 00:40:51.495815+00","2026-03-21 00:40:51.495818+00"
"e22d028d-9409-485a-897d-b89164101494","71df8c3a-151d-473b-8424-f5891aa1bbf0","nl","error",1,"All scraping engines failed","2026-03-21 00:45:37.724337+00","2026-03-21 00:45:37.72434+00"
"b1a551d3-9b77-4173-b0c4-a0f004b5f9b4","76fcd801-16e2-495e-8db9-36d8493ce456","it","done",1,NULL,"2026-03-21 00:46:55.17609+00","2026-03-21 00:46:55.176092+00"
"40186e55-e409-4f90-9dc7-322b2a5b517e","76fcd801-16e2-495e-8db9-36d8493ce456","nl","done",1,NULL,"2026-03-21 00:53:18.874053+00","2026-03-21 00:53:18.874058+00"
"a38b8d13-afed-4280-874a-ada5a5d643b1","71df8c3a-151d-473b-8424-f5891aa1bbf0","pt","error",1,"All scraping engines failed","2026-03-21 00:57:59.825079+00","2026-03-21 00:57:59.825084+00"
"0c49c47d-6cb3-4a4c-aaaf-096868bbd958","76fcd801-16e2-495e-8db9-36d8493ce456","pt","done",1,NULL,"2026-03-21 00:59:18.631751+00","2026-03-21 00:59:18.631754+00"
"4caf3806-17ec-45c1-b128-4daff6d769fc","9af0e380-78e5-4aea-8580-94361d2f781f","es","done",1,NULL,"2026-03-21 01:00:36.386772+00","2026-03-21 01:00:36.386776+00"
