id,hotel_id,url_id,language,fp,created_at,updated_at
660ef5fa-ad31-4c59-bfcd-e643f538e7a3,c7f5de81-4308-435a-a473-645b2ee3c1d4,6ef8e7fd-0b29-4441-a755-6e639ef0daf7,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-25 00:24:17.367244+00,2026-03-25 00:24:17.367248+00
09b7cfd0-afc4-4e1d-a9a5-7e30aca83a4d,89accff2-5a6b-454a-bd64-3210f63a9928,6ef8e7fd-0b29-4441-a755-6e639ef0daf7,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 00:29:37.575376+00,2026-03-25 00:29:37.57538+00
6bb5ffaf-e467-4e2f-be3d-7d0e062eba39,9776bf0e-6bcf-4ae0-a355-fddff8dd0d99,6ef8e7fd-0b29-4441-a755-6e639ef0daf7,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 00:35:53.111176+00,2026-03-25 00:35:53.111179+00
2b259239-9468-4865-a9a7-35bafa186385,4dfd6928-a534-4f70-bc9b-b688cb391bbf,6ef8e7fd-0b29-4441-a755-6e639ef0daf7,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 00:42:01.383742+00,2026-03-25 00:42:01.383745+00
c14cbf68-2b89-4d8a-b3dd-ae36ca049f15,ccba678c-7ef3-4ddd-855c-7595c9ccbbd1,b2103b50-cc88-4364-81dd-e3705c470496,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-25 00:44:53.354816+00,2026-03-25 00:44:53.354819+00
3ec416bd-f0ec-496c-b9de-d36f5e4e177d,b46d5308-27f7-4af3-93dc-febdbc782de1,bf680601-503d-47dc-9890-433f12577cdf,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-25 00:47:44.817118+00,2026-03-25 00:47:44.817121+00
233e0417-b26c-4ef2-95bf-e644bca22730,36333634-1b6f-4f40-85d9-5e9a74ab3cd9,b2103b50-cc88-4364-81dd-e3705c470496,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 00:49:04.189938+00,2026-03-25 00:49:04.18994+00
06ea4730-7fb0-48c1-a20d-bc4287fca5ad,72e47a65-9cdb-4c3f-8b6e-9d8f7d46b14b,bf680601-503d-47dc-9890-433f12577cdf,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 00:50:23.401001+00,2026-03-25 00:50:23.401004+00
612fe4ec-0eb5-4392-941b-1a1d13b81607,8a54f1a0-1d20-45ce-ac48-a891b14f05f3,b2103b50-cc88-4364-81dd-e3705c470496,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 00:51:42.984878+00,2026-03-25 00:51:42.984881+00
2d6d6718-f96f-4466-83af-de11ede7b82b,3a0df74b-782b-48e2-bcb2-b241977be631,bf680601-503d-47dc-9890-433f12577cdf,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 00:55:03.619718+00,2026-03-25 00:55:03.619721+00
c8f6fd92-6cc0-462b-bf79-224e456c21c8,d04f954b-f71a-4516-aaaf-ace965d810f4,b2103b50-cc88-4364-81dd-e3705c470496,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 00:56:23.488139+00,2026-03-25 00:56:23.488143+00
e6e77d55-9f62-4ea2-8902-2cd0d02a5296,e4c42d66-231a-4a5a-9c01-f1067b319b83,bf680601-503d-47dc-9890-433f12577cdf,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 00:57:43.502509+00,2026-03-25 00:57:43.502512+00
06422648-4cdd-418a-818b-043f6f409d43,925af627-d7cc-4835-8f43-7aabe68c3164,2b1d80b5-36f0-48f9-b255-6de873938e3f,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-25 01:02:33.687771+00,2026-03-25 01:02:33.687774+00
bce0a285-f29d-4b9c-aa04-5ebb2d55fd10,d448530e-4f33-4bd1-b65a-4cef6f27bdcd,638b233a-0b6e-4600-9285-215502aedd47,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-25 01:05:25.585043+00,2026-03-25 01:05:25.585046+00
363d7f7d-d879-487f-9284-f16550fd7aa2,9a0da58d-e523-4719-8667-adfa808a22ec,2b1d80b5-36f0-48f9-b255-6de873938e3f,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 01:06:43.424371+00,2026-03-25 01:06:43.424373+00
a190a45e-3841-4616-a9ea-5a4326ede5e5,ca7647ac-1edb-4eb6-943c-92757b801e22,638b233a-0b6e-4600-9285-215502aedd47,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 01:08:01.076936+00,2026-03-25 01:08:01.076939+00
dafc68b9-74dd-483b-a5a3-23ecb0d735dd,0315a4cd-79d6-49f3-9c0e-05d39a965784,2b1d80b5-36f0-48f9-b255-6de873938e3f,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 01:09:19.081971+00,2026-03-25 01:09:19.081975+00
84ccdc02-994a-451c-b1cf-1cbeadc66b8f,76f38776-9303-412d-b5ef-74d178403707,638b233a-0b6e-4600-9285-215502aedd47,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 01:12:41.773301+00,2026-03-25 01:12:41.773304+00
7573d961-997c-4d09-97a4-7d045b96f2b4,7e50a1ab-39be-489c-87f6-4a6c164ffe15,638b233a-0b6e-4600-9285-215502aedd47,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 01:15:18.949496+00,2026-03-25 01:15:18.949499+00
a1c9a1e2-09c0-4a7f-899b-4ab8bdf8bcda,376f0614-55df-43a5-aad0-ccf10ec5be02,2b1d80b5-36f0-48f9-b255-6de873938e3f,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 01:14:01.706351+00,2026-03-25 01:14:01.706355+00
