"id","url_id","hotel_id","language","event_type","status","error_message","duration_ms","worker_id","extra_data","scraped_at"
"9271d465-7bf3-42fe-a812-d503606e1b14","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"it","scrape_failed","error",NULL,846713,NULL,"{}","2026-03-21 00:33:17.622046+00"
"924b7ad8-9c8e-44e5-a1dc-83f5b0a667f3","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"de","scrape_success","done",NULL,362947,NULL,"{}","2026-03-21 00:34:37.397229+00"
"71b16954-b9d9-4963-acac-5525cbeabb8a","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"fr","scrape_success","done",NULL,373245,NULL,"{}","2026-03-21 00:40:51.485156+00"
"22306dc6-61b2-48fe-a40f-8be939485048","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"nl","scrape_failed","error",NULL,739976,NULL,"{}","2026-03-21 00:45:37.70186+00"
"f5552b6b-69c7-426c-9864-6286dc1da1c9","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"it","scrape_success","done",NULL,363036,NULL,"{}","2026-03-21 00:46:55.173458+00"
"196d283d-f1b2-425f-a5bd-7984dd3ff83c","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"nl","scrape_success","done",NULL,383017,NULL,"{}","2026-03-21 00:53:18.870133+00"
"20ef6a3c-7764-499a-8d47-5896f3e82736","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"pt","scrape_failed","error",NULL,742073,NULL,"{}","2026-03-21 00:57:59.808391+00"
"21a5c04a-302b-445e-a3c1-c301a23b2fe5","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"pt","scrape_success","done",NULL,359110,NULL,"{}","2026-03-21 00:59:18.628599+00"
"1b28a6f0-b20e-4b91-87f2-6686ed9e34fe","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"es","scrape_success","done",NULL,156051,NULL,"{}","2026-03-21 01:00:36.383126+00"
"f4cae5a8-b045-49ef-84d7-ab9806b7b7fa","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"es","scrape_success","done",NULL,173881,NULL,"{}","2026-03-21 01:02:13.025431+00"
"ddac857b-97a5-400b-9f01-0bc372fcb6f1","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"en","scrape_success","done",NULL,270066,NULL,"{}","2026-03-21 01:05:06.935143+00"
"ea5fb068-0630-44ee-9d0f-8eeb000b623a","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"en","scrape_success","done",NULL,345878,NULL,"{}","2026-03-21 01:07:59.356925+00"
"e6a92f3a-2726-4f62-8238-024d99cd9769","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"de","scrape_success","done",NULL,222142,NULL,"{}","2026-03-21 01:09:18.387464+00"
"f1c27000-1d8a-42e6-b088-d84146121478","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"de","scrape_success","done",NULL,150406,NULL,"{}","2026-03-21 01:10:52.654395+00"
"192c4c18-9ad3-43fc-8710-c6303e38123d","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"fr","scrape_success","done",NULL,173202,NULL,"{}","2026-03-21 01:12:12.316508+00"
"491a1b0a-5ea7-4b62-b1b5-08ff017f5acd","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"fr","scrape_success","done",NULL,157195,NULL,"{}","2026-03-21 01:13:30.384698+00"
"c97d5dd9-9163-4e2d-b98a-bb68a2a48ee4","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"nl","scrape_success","done",NULL,155732,NULL,"{}","2026-03-21 01:17:37.124945+00"
"d30bdf5b-31ec-4871-9880-03de4296de65","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"de","scrape_success","done",NULL,218443,NULL,"{}","2026-03-21 01:31:48.233446+00"
"e1c28032-3705-4a68-8772-162fa482b764","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"de","scrape_success","done",NULL,134918,NULL,"{}","2026-03-21 01:33:05.854614+00"
"9fa51075-e98c-4e18-8827-4b81211c6043","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"it","scrape_success","done",NULL,170734,NULL,"{}","2026-03-21 01:37:15.160594+00"
"983075a6-e6ab-480d-90e1-807cdccd82ec","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"it","scrape_success","done",NULL,167954,NULL,"{}","2026-03-21 01:15:00.751169+00"
"694e1c25-7ab0-40ad-afd3-ff375c223c5f","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"nl","scrape_success","done",NULL,156128,NULL,"{}","2026-03-21 01:18:54.504842+00"
"07c947d7-5493-4a39-b52c-81224aba1716","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"pt","scrape_success","done",NULL,173368,NULL,"{}","2026-03-21 01:21:48.449914+00"
"db561246-fccb-4218-b296-a0b155525bc0","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"en","scrape_success","done",NULL,364099,NULL,"{}","2026-03-21 01:30:29.771359+00"
"41b752a6-27fe-4cbc-834c-3974fe6a5da6","67f1ef51-6f79-477a-b9a9-34daad69259f",NULL,"it","scrape_success","done",NULL,167074,NULL,"{}","2026-03-21 01:16:17.917006+00"
"de008c59-04be-4c61-af61-fdf299ec1177","9af0e380-78e5-4aea-8580-94361d2f781f",NULL,"pt","scrape_success","done",NULL,171693,NULL,"{}","2026-03-21 01:20:29.412772+00"
"6c08ee2c-d482-4b69-850f-a77d220fe043","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"es","scrape_success","done",NULL,157803,NULL,"{}","2026-03-21 01:23:07.695563+00"
"bda91929-6dc0-4f57-9fce-a9ac174aa6fe","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"es","scrape_success","done",NULL,156107,NULL,"{}","2026-03-21 01:24:25.09671+00"
"f8ff25d0-460b-41bc-b736-d5971d6a520c","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"en","scrape_success","done",NULL,266860,NULL,"{}","2026-03-21 01:27:35.080673+00"
"c81fb48c-ce5d-41a7-8886-ccd88e4ca535","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"fr","scrape_success","done",NULL,154662,NULL,"{}","2026-03-21 01:34:23.737279+00"
"83386865-a6ea-483a-b656-ce745c5de8af","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"fr","scrape_success","done",NULL,171320,NULL,"{}","2026-03-21 01:35:57.791902+00"
"019bd318-6d1d-4326-a54c-054f3d31ca98","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"it","scrape_success","done",NULL,156619,NULL,"{}","2026-03-21 01:38:34.993313+00"
"334bab15-6bda-4d81-bb36-3621cb5fde32","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"nl","scrape_success","done",NULL,158805,NULL,"{}","2026-03-21 01:39:54.62285+00"
"ee578ba3-e7c2-45a6-a470-fa5901838420","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"nl","scrape_success","done",NULL,173775,NULL,"{}","2026-03-21 01:41:29.411757+00"
"abc1a5a0-820d-4c06-8666-e530b52e80b5","9af7acbb-601a-47f2-87d7-292f05898d5b",NULL,"pt","scrape_success","done",NULL,172281,NULL,"{}","2026-03-21 01:42:47.483903+00"
"bee3f1c0-a2d3-44ca-96a5-d455e746fe70","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8",NULL,"pt","scrape_success","done",NULL,155576,NULL,"{}","2026-03-21 01:44:05.536861+00"
