id,url_id,language,status,attempts,last_error,created_at,updated_at
e57dbdae-2122-4f2a-926c-e67ea100167d,34fbd733-7c19-4432-a8ae-2ae45e23f721,en,done,1,,2026-04-06 21:15:37.833925+01,2026-04-06 21:15:37.833925+01
67343296-c941-4308-aab6-cc49adc46368,52052865-1bcb-49fc-ab45-600452423ff5,es,done,1,,2026-04-06 21:16:01.184645+01,2026-04-06 21:16:01.184645+01
ae2578e2-931d-425f-a7cc-d9ab6ccd021b,34fbd733-7c19-4432-a8ae-2ae45e23f721,es,done,1,,2026-04-06 21:16:06.770071+01,2026-04-06 21:16:06.770071+01
4cdee03f-3b4b-4ba4-903c-88d735d7bcda,52052865-1bcb-49fc-ab45-600452423ff5,de,done,1,,2026-04-06 21:16:30.657533+01,2026-04-06 21:16:30.657533+01
d4eaf9ab-77f5-4b2d-85e8-ad735e7f7e39,34fbd733-7c19-4432-a8ae-2ae45e23f721,de,done,1,,2026-04-06 21:17:24.936607+01,2026-04-06 21:17:24.936607+01
214dd159-3a6a-4c90-9c27-ee9edeeec59e,52052865-1bcb-49fc-ab45-600452423ff5,it,done,1,,2026-04-06 21:17:55.561572+01,2026-04-06 21:17:55.561572+01
5f81cb01-d719-4110-a667-45bff8a1ee53,34fbd733-7c19-4432-a8ae-2ae45e23f721,it,done,1,,2026-04-06 21:18:18.928776+01,2026-04-06 21:18:18.928776+01
23b038d2-29e0-40a8-b920-064623997a05,52052865-1bcb-49fc-ab45-600452423ff5,fr,done,1,,2026-04-06 21:18:54.463833+01,2026-04-06 21:18:54.463833+01
2a2b9d6c-ff88-4a47-8134-761f3ffc26b4,34fbd733-7c19-4432-a8ae-2ae45e23f721,fr,done,1,,2026-04-06 21:19:17.380555+01,2026-04-06 21:19:17.380555+01
0eb62ee2-958a-40e4-8bea-c9b145e33bd2,52052865-1bcb-49fc-ab45-600452423ff5,pt,done,1,,2026-04-06 21:19:31.552477+01,2026-04-06 21:19:31.552477+01
6e7475ee-d51f-48d1-81c0-24c02bdf109f,34fbd733-7c19-4432-a8ae-2ae45e23f721,pt,done,1,,2026-04-06 21:20:07.627478+01,2026-04-06 21:20:07.627478+01
